140, 0.8, 2485
200, 0.8, 2854
180, 0.8, 2735
240, 0.8, 3055
220, 0.8, 2975
260, 0.8, 3161
280, 0.8, 3273
300, 0.8, 3374
320, 0.8, 3476
340, 0.8, 3576
380, 0.8, 3742
360, 0.8, 3656
400, 0.8, 3845
20, 0.9, 920
420, 0.8, 3949
40, 0.9, 1233
440, 0.8, 4039
60, 0.9, 1450
460, 0.8, 4127
80, 0.9, 1625
120, 0.9, 1917
100, 0.9, 1775
140, 0.9, 2059
480, 0.8, 4219
160, 0.9, 2179
180, 0.9, 2296
220, 0.9, 2504
200, 0.9, 2402
240, 0.9, 2597
260, 0.9, 2691
280, 0.9, 2779
300, 0.9, 2873
340, 0.9, 3065
320, 0.9, 2970
20, 1.0, 706
360, 0.9, 3149
380, 0.9, 3247
40, 1.0, 957
60, 1.0, 1130
400, 0.9, 3335
420, 0.9, 3400
440, 0.9, 3496
80, 1.0, 1282
460, 0.9, 3591
480, 0.9, 3680
100, 1.0, 1419
120, 1.0, 1559
160, 1.0, 1788
140, 1.0, 1670
180, 1.0, 1900
200, 1.0, 1987
220, 1.0, 2069
240, 1.0, 2164
260, 1.0, 2241
280, 1.0, 2325
300, 1.0, 2401
320, 1.0, 2478
340, 1.0, 2571
380, 1.0, 2714
400, 1.0, 2784
440, 1.0, 2930
20, 1.1, 528
360, 1.0, 2636
40, 1.1, 732
80, 1.1, 1004
60, 1.1, 879
420, 1.0, 2853
100, 1.1, 1106
120, 1.1, 1213
460, 1.0, 3010
140, 1.1, 1311
180, 1.1, 1497
160, 1.1, 1402
480, 1.0, 3094
220, 1.1, 1669
200, 1.1, 1587
240, 1.1, 1760
280, 1.1, 1919
260, 1.1, 1849
320, 1.1, 2060
300, 1.1, 1989
340, 1.1, 2117
360, 1.1, 2169
380, 1.1, 2237
20, 1.2, 406
80, 1.2, 766
40, 1.2, 556
400, 1.1, 2309
420, 1.1, 2376
60, 1.2, 670
480, 1.1, 2576
460, 1.1, 2508
140, 1.2, 1032
440, 1.1, 2443
160, 1.2, 1110
100, 1.2, 867
120, 1.2, 942
180, 1.2, 1184
200, 1.2, 1271
220, 1.2, 1345
240, 1.2, 1402
280, 1.2, 1552
260, 1.2, 1478
300, 1.2, 1606
340, 1.2, 1724
320, 1.2, 1660
360, 1.2, 1786
20, 1.3, 302
40, 1.3, 429
380, 1.2, 1838
60, 1.3, 529
100, 1.3, 686
440, 1.2, 2007
120, 1.3, 746
80, 1.3, 602
420, 1.2, 1945
460, 1.2, 2066
400, 1.2, 1893
480, 1.2, 2121
140, 1.3, 803
160, 1.3, 879
200, 1.3, 1015
240, 1.3, 1106
180, 1.3, 950
260, 1.3, 1167
280, 1.3, 1223
220, 1.3, 1065
300, 1.3, 1290
320, 1.3, 1346
340, 1.3, 1397
360, 1.3, 1454
380, 1.3, 1508
20, 1.4, 235
40, 1.4, 337
440, 1.3, 1647
60, 1.4, 410
420, 1.3, 1597
400, 1.3, 1563
80, 1.4, 482
100, 1.4, 533
140, 1.4, 644
120, 1.4, 600
460, 1.3, 1702
200, 1.4, 806
160, 1.4, 698
180, 1.4, 756
220, 1.4, 864
480, 1.3, 1753
240, 1.4, 910
280, 1.4, 1007
260, 1.4, 958
300, 1.4, 1048
320, 1.4, 1099
360, 1.4, 1182
20, 1.5, 190
340, 1.4, 1147
40, 1.5, 266
380, 1.4, 1223
60, 1.5, 326
400, 1.4, 1270
80, 1.5, 381
460, 1.4, 1394
480, 1.4, 1434
100, 1.5, 433
120, 1.5, 491
420, 1.4, 1314
440, 1.4, 1357
140, 1.5, 526
180, 1.5, 609
160, 1.5, 568
200, 1.5, 647
220, 1.5, 697
240, 1.5, 746
260, 1.5, 779
340, 1.5, 940
280, 1.5, 811
300, 1.5, 861
320, 1.5, 899
20, 1.6, 160
360, 1.5, 981
40, 1.6, 223
380, 1.5, 1015
400, 1.5, 1049
60, 1.6, 272
420, 1.5, 1082
120, 1.6, 408
80, 1.6, 313
460, 1.5, 1147
100, 1.6, 362
480, 1.5, 1179
440, 1.5, 1111
140, 1.6, 454
200, 1.6, 557
160, 1.6, 492
180, 1.6, 528
240, 1.6, 627
260, 1.6, 665
220, 1.6, 588
340, 1.6, 791
280, 1.6, 687
320, 1.6, 759
360, 1.6, 831
300, 1.6, 727
380, 1.6, 868
420, 1.6, 939
40, 1.7, 188
60, 1.7, 233
20, 1.7, 135
400, 1.6, 901
120, 1.7, 346
100, 1.7, 306
460, 1.6, 999
140, 1.7, 381
80, 1.7, 269
480, 1.6, 1027
160, 1.7, 410
200, 1.7, 486
180, 1.7, 447
440, 1.6, 975
220, 1.7, 514
260, 1.7, 580
240, 1.7, 545
280, 1.7, 605
320, 1.7, 660
340, 1.7, 684
300, 1.7, 626
360, 1.7, 720
20, 1.8, 120
400, 1.7, 777
380, 1.7, 742
60, 1.8, 205
460, 1.7, 858
420, 1.7, 806
40, 1.8, 171
440, 1.7, 834
100, 1.8, 270
80, 1.8, 235
160, 1.8, 359
140, 1.8, 331
480, 1.7, 885
180, 1.8, 390
120, 1.8, 300
200, 1.8, 417
260, 1.8, 501
220, 1.8, 445
240, 1.8, 470
340, 1.8, 610
280, 1.8, 530
320, 1.8, 590
300, 1.8, 560
20, 1.9, 107
420, 1.8, 709
360, 1.8, 636
40, 1.9, 150
60, 1.9, 186
80, 1.9, 213
380, 1.8, 656
400, 1.8, 678
460, 1.8, 768
100, 1.9, 243
440, 1.8, 740
120, 1.9, 274
140, 1.9, 297
200, 1.9, 376
480, 1.8, 790
160, 1.9, 325
180, 1.9, 350
220, 1.9, 398
240, 1.9, 425
280, 1.9, 476
340, 1.9, 546
260, 1.9, 451
360, 1.9, 576
300, 1.9, 497
320, 1.9, 520
380, 1.9, 600
420, 1.9, 651
20, 2.0, 92
40, 2.0, 133
100, 2.0, 217
120, 2.0, 247
60, 2.0, 166
460, 1.9, 704
400, 1.9, 622
80, 2.0, 193
160, 2.0, 296
440, 1.9, 675
140, 2.0, 270
220, 2.0, 364
200, 2.0, 342
180, 2.0, 320
480, 1.9, 724
240, 2.0, 385
260, 2.0, 412
280, 2.0, 440
380, 2.0, 558
420, 2.0, 601
300, 2.0, 460
360, 2.0, 535
340, 2.0, 509
320, 2.0, 487
40, 2.1, 120
20, 2.1, 83
80, 2.1, 178
400, 2.0, 579
100, 2.1, 200
120, 2.1, 227
60, 2.1, 147
140, 2.1, 254
480, 2.0, 674
160, 2.1, 275
440, 2.0, 627
460, 2.0, 656
200, 2.1, 319
240, 2.1, 364
180, 2.1, 298
220, 2.1, 342
300, 2.1, 433
320, 2.1, 455
260, 2.1, 389
280, 2.1, 410
340, 2.1, 476
360, 2.1, 500
20, 2.2, 74
400, 2.1, 542
380, 2.1, 521
60, 2.2, 135
40, 2.2, 111
440, 2.1, 584
460, 2.1, 608
420, 2.1, 566
80, 2.2, 160
120, 2.2, 212
100, 2.2, 186
180, 2.2, 276
200, 2.2, 299
160, 2.2, 256
140, 2.2, 233
480, 2.1, 630
220, 2.2, 321
240, 2.2, 346
260, 2.2, 369
280, 2.2, 391
300, 2.2, 412
320, 2.2, 433
380, 2.2, 501
340, 2.2, 458
20, 2.3, 66
360, 2.2, 481
40, 2.3, 103
420, 2.2, 548
120, 2.3, 199
80, 2.3, 150
60, 2.3, 126
440, 2.2, 568
100, 2.3, 174
140, 2.3, 224
400, 2.2, 525
460, 2.2, 588
180, 2.3, 262
160, 2.3, 245
220, 2.3, 306
240, 2.3, 329
480, 2.2, 613
200, 2.3, 285
280, 2.3, 376
300, 2.3, 398
260, 2.3, 354
320, 2.3, 417
380, 2.3, 484
340, 2.3, 441
40, 2.4, 97
360, 2.3, 462
20, 2.4, 61
60, 2.4, 121
400, 2.3, 507
80, 2.4, 142
440, 2.3, 545
100, 2.4, 164
140, 2.4, 211
480, 2.3, 591
420, 2.3, 527
160, 2.4, 234
120, 2.4, 187
460, 2.3, 566
200, 2.4, 274
180, 2.4, 254
240, 2.4, 317
220, 2.4, 296
260, 2.4, 338
340, 2.4, 425
320, 2.4, 404
280, 2.4, 360
300, 2.4, 382
20, 2.5, 55
380, 2.4, 468
40, 2.5, 95
400, 2.4, 492
360, 2.4, 447
420, 2.4, 512
60, 2.5, 118
80, 2.5, 139
460, 2.4, 550
100, 2.5, 160
160, 2.5, 228
480, 2.4, 575
200, 2.5, 268
140, 2.5, 207
120, 2.5, 183
180, 2.5, 247
220, 2.5, 290
440, 2.4, 531
240, 2.5, 310
280, 2.5, 353
260, 2.5, 329
340, 2.5, 414
320, 2.5, 393
300, 2.5, 374
360, 2.5, 434
20, 2.6, 54
400, 2.5, 479
380, 2.5, 455
40, 2.6, 87
80, 2.6, 135
60, 2.6, 114
100, 2.6, 156
120, 2.6, 178
420, 2.5, 499
180, 2.6, 239
460, 2.5, 539
140, 2.6, 200
160, 2.6, 219
440, 2.5, 518
480, 2.5, 562
240, 2.6, 303
320, 2.6, 386
200, 2.6, 262
220, 2.6, 283
260, 2.6, 322
280, 2.6, 345
300, 2.6, 364
340, 2.6, 405
360, 2.6, 425
20, 2.7, 52
40, 2.7, 82
420, 2.6, 490
80, 2.7, 128
400, 2.6, 467
60, 2.7, 104
380, 2.6, 446
440, 2.6, 511
100, 2.7, 151
140, 2.7, 196
120, 2.7, 175
480, 2.6, 554
160, 2.7, 216
460, 2.6, 530
200, 2.7, 257
180, 2.7, 236
260, 2.7, 317
220, 2.7, 278
240, 2.7, 298
280, 2.7, 339
300, 2.7, 360
320, 2.7, 381
340, 2.7, 402
380, 2.7, 441
20, 2.8, 50
400, 2.7, 464
440, 2.7, 504
420, 2.7, 484
40, 2.8, 80
360, 2.7, 421
100, 2.8, 145
60, 2.8, 102
120, 2.8, 168
460, 2.7, 523
80, 2.8, 123
140, 2.8, 191
180, 2.8, 232
220, 2.8, 274
200, 2.8, 254
160, 2.8, 211
280, 2.8, 334
240, 2.8, 295
480, 2.7, 546
320, 2.8, 377
360, 2.8, 415
300, 2.8, 357
260, 2.8, 313
20, 2.9, 48
380, 2.8, 435
340, 2.8, 396
40, 2.9, 78
80, 2.9, 120
400, 2.8, 456
60, 2.9, 98
100, 2.9, 140
440, 2.8, 496
480, 2.8, 540
420, 2.8, 476
460, 2.8, 517
140, 2.9, 184
120, 2.9, 163
160, 2.9, 205
180, 2.9, 226
220, 2.9, 267
200, 2.9, 246
320, 2.9, 370
260, 2.9, 306
240, 2.9, 288
340, 2.9, 389
280, 2.9, 327
300, 2.9, 348
360, 2.9, 407
400, 2.9, 452
380, 2.9, 428
460, 2.9, 511
440, 2.9, 490
480, 2.9, 534
420, 2.9, 472
