"id","el_1","el_2","el_3","el_4","el_5","el_6","el_7","el_8","el_9","el_10","el_11","el_12","el_13","el_14","el_15","el_16","el_17","el_18","el_19","el_20","el_21","el_22","el_23","el_24","el_25","el_26","el_27","el_28","el_29","el_30"
"0.0","2.1027483242676888","0.0","0.0","2.6509189105253745","0.0","2.641661621057823","0.0","0.0","0.0","0.0","2.2512632222383173","0.0","0.0","0.0","0.0","0.0","4.982447665790226","0.0","0.0","0.0","0.0","0.0","0.0","6.799531056112573","0.0","0.0","0.0","1.9709313894075604","0.0","0.0"
"1.0","2.1027483242676888","2.6399603813005244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.169818883499592","0.0","3.6487973250996246","0.0","0.0","0.0","0.0","6.799531056112573","0.0","0.0","2.258572067925134","1.9709313894075604","0.0","0.0"
"2.0","0.0","0.0","0.0","2.6509189105253745","0.0","2.641661621057823","0.0","0.0","0.0","2.042442440257493","0.0","0.0","0.0","0.0","0.0","0.0","5.012263996239736","0.0","0.0","0.0","0.0","0.0","0.0","6.799531056112573","0.0","0.0","2.258572067925134","1.9709313894075604","0.0","0.0"
"3.0","2.1027483242676888","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2512632222383173","0.0","2.0011287176495607","0.0","0.0","0.0","4.370356686002507","0.0","0.0","2.6652418110004312","0.0","0.0","0.0","6.799531056112573","4.289381802826005","2.161584988866855","0.0","1.9709313894075604","0.0","0.0"
"4.0","2.1027483242676888","2.6399603813005244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9918136462048174","2.0011287176495607","0.0","0.0","0.0","5.612774322162936","0.810404270890632","3.6487973250996246","0.0","0.0","0.0","0.0","6.799531056112573","0.0","2.161584988866855","2.258572067925134","1.9709313894075604","0.0","0.0"
"5.0","0.0","2.6399603813005244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.042442440257493","0.0","0.9918136462048174","2.0011287176495607","0.0","3.4488882822920774","0.0","4.882034540837054","0.810404270890632","0.0","0.0","0.0","0.0","0.0","6.799531056112573","0.0","2.161584988866855","2.258572067925134","1.9709313894075604","0.0","0.0"
"6.0","0.0","0.0","0.0","2.6509189105253745","0.0","2.641661621057823","0.0","0.0","0.0","2.042442440257493","0.0","0.0","0.0","0.0","0.0","0.0","5.537860579653157","0.0","0.0","0.0","0.0","0.0","0.0","6.799531056112573","0.0","0.0","2.258572067925134","1.9709313894075604","0.0","0.0"
"7.0","0.0","0.0","2.14990915787216","0.0","3.0042057978745715","0.0","2.317204903442325","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.416272529241727","5.572876840514875","0.0","0.0","0.0","0.0","0.0","0.0","6.799531056112573","0.0","2.161584988866855","0.0","0.0","0.0","0.0"
"8.0","2.1027483242676888","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.165880440303655","0.0","2.2512632222383173","0.0","0.0","0.0","0.0","0.0","4.623455233112116","0.0","0.0","2.6652418110004312","0.0","0.0","0.0","6.799531056112573","0.0","0.0","0.0","1.9709313894075604","0.0","0.0"
"9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.042442440257493","2.2512632222383173","0.0","0.0","0.0","0.0","0.0","3.8527121689918817","0.0","0.0","2.3518093740267805","0.0","0.0","0.0","6.799531056112573","0.0","0.0","0.0","1.9709313894075604","4.53742468026734","0.0"
